x,y
302.60,63.40
402.50,72.00
432.50,237.00
464.42,222.89
543.87,184.70
584.60,186.40
587.00,146.00
646.50,243.00
674.67,204.67
714.00,149.50
737.67,85.00
787.00,151.00
804.00,193.00
870.00,155.14
898.53,114.58
939.29,113.43
945.40,134.40
1006.67,241.56
1072.60,41.40
1091.00,98.00
1136.11,102.11
1139.67,231.44
1161.00,104.50
1208.00,212.50
1235.56,173.78
323.50,304.50
653.00,283.33
895.00,291.00
1010.59,277.94
303.14,366.29
381.50,350.00
409.50,356.00
886.88,360.88
253.57,415.57
818.50,398.00
625.41,459.06
644.25,474.62
665.00,499.00
691.43,500.00
467.50,611.36
536.94,601.41
1128.50,587.50
395.86,774.14
320.62,807.27
833.50,835.00
848.89,852.42
904.50,838.50
962.89,831.58
973.00,809.50
