x,y
220.05,331.82
794.00,234.19
199.37,927.98
683.38,344.15
340.03,222.99
336.40,336.27
682.56,231.65
568.09,342.73
569.21,229.03
447.20,572.18
449.84,455.74
332.58,452.37
798.33,462.33
452.41,339.42
214.48,448.00
226.56,218.79
105.21,328.38
682.91,578.32
87.55,684.09
91.46,562.96
97.69,444.69
562.93,693.46
798.09,579.82
566.78,458.27
682.50,460.49
679.05,816.38
796.90,346.46
564.64,575.18
326.18,688.23
206.34,685.91
680.51,696.11
455.33,226.39
797.63,699.59
441.77,809.90
560.32,812.90
796.13,819.68
83.30,805.94
322.56,808.24
202.38,806.80
444.64,690.55
676.62,936.41
210.03,565.92
438.71,930.76
557.98,933.33
318.87,929.06
329.01,569.43
113.56,217.10
60.00,524.00
109.00,937.00
