x,y
269.00,663.00
546.39,36.57
448.43,148.29
332.42,484.89
621.11,146.42
496.43,604.00
147.60,775.40
186.50,707.50
209.50,810.50
240.71,646.43
354.43,179.09
180.00,535.00
1010.50,682.50
334.00,557.00
1002.00,619.00
90.35,583.73
244.00,531.00
164.55,578.61
420.00,200.00
270.00,202.00
395.00,32.00
519.11,718.58
77.00,835.50
148.00,138.00
327.00,194.50
418.00,33.00
590.50,60.00
306.00,541.00
52.00,726.50
56.41,700.86
179.00,378.00
174.00,112.00
646.00,123.00
429.50,98.00
635.45,73.00
454.00,100.00
730.00,43.00
180.00,627.00
82.50,728.00
158.00,659.00
137.00,397.00
1094.53,738.49
255.58,417.25
321.98,147.96
87.00,698.00
118.00,91.00
419.93,549.13
460.75,610.50
258.00,309.00
