x,y
514.50,46.14
636.00,68.00
868.00,94.00
979.45,102.65
1088.50,115.00
393.37,151.50
514.33,165.11
628.60,173.80
862.57,198.43
974.92,211.94
384.66,269.86
506.47,282.27
626.00,294.14
744.00,304.93
858.00,312.00
972.00,323.00
1081.25,334.25
378.42,388.67
498.42,397.53
618.11,411.83
739.42,420.33
856.17,425.83
1077.00,447.50
370.47,509.40
490.55,522.45
612.37,530.32
732.27,541.37
854.60,548.30
1078.00,563.00
967.00,564.00
359.20,632.40
1255.13,635.74
482.83,642.59
608.88,652.41
728.36,659.35
847.71,670.43
1080.54,677.88
1235.00,677.50
1223.29,729.57
479.14,765.07
600.47,777.42
724.38,782.60
843.41,785.71
1220.72,802.27
959.25,793.25
1078.00,800.50
1170.62,872.88
