x,y
395.43,298.46
455.53,316.43
514.02,77.43
529.57,318.46
546.43,36.54
574.06,117.94
617.00,243.29
617.89,227.00
666.54,284.57
688.06,123.06
716.63,138.80
760.06,83.94
763.43,286.46
787.87,248.84
808.06,168.06
815.94,232.94
868.92,88.60
881.16,112.13
898.08,132.40
924.57,292.54
1096.47,221.10
1113.00,182.50
520.50,507.50
528.70,544.75
536.50,601.42
578.40,435.70
661.25,458.30
663.13,438.33
734.37,463.40
769.94,442.06
1002.00,619.00
56.36,700.86
76.50,775.50
298.94,744.06
380.50,856.42
441.00,715.29
480.50,863.00
481.00,759.89
496.81,796.19
498.32,761.20
504.36,830.14
518.00,815.00
528.43,850.54
594.50,789.50
617.00,790.10
805.81,850.11
868.00,783.00
899.89,838.00
973.43,809.46
