x,y
0.94,259.39
1.34,218.38
4.04,399.13
12.16,375.52
15.50,202.42
20.35,315.10
21.50,261.00
22.87,339.40
27.92,222.40
33.00,304.00
39.95,273.96
41.50,106.00
51.75,223.73
65.00,89.50
65.44,198.60
77.91,163.15
88.62,138.69
96.25,363.75
97.57,120.57
203.40,473.90
212.65,358.17
326.10,470.60
332.43,355.43
339.83,245.35
451.62,466.58
456.00,350.50
459.39,240.00
579.00,470.00
581.00,232.00
703.67,226.67
708.50,458.00
833.00,334.50
838.00,461.50
320.72,590.00
457.50,587.00
578.00,578.50
709.09,584.08
832.50,578.00
314.43,713.57
576.00,719.00
708.50,706.36
845.93,707.45
184.50,844.00
574.00,849.50
709.57,840.57
848.00,849.50
170.42,976.38
311.00,975.00
571.50,975.00
