x,y
104.47,335.92
120.50,216.00
220.07,331.90
226.00,227.50
226.67,211.38
336.49,336.25
340.03,222.98
452.61,331.37
455.46,226.44
568.44,350.50
569.36,236.88
630.00,290.50
682.56,231.62
683.39,353.00
683.53,336.92
793.97,234.12
804.62,346.67
105.08,444.53
214.33,456.62
333.36,443.88
566.82,458.32
682.51,460.58
798.50,453.50
91.62,571.69
91.80,555.63
211.00,559.00
245.57,525.57
328.64,578.12
447.29,581.20
564.68,575.22
574.00,530.50
761.00,561.50
87.00,694.00
87.35,675.83
117.50,747.50
198.43,685.54
326.32,688.22
570.92,693.53
797.68,699.65
82.61,813.63
202.29,814.75
679.22,816.43
796.40,827.80
796.68,811.50
191.31,928.62
207.50,929.00
676.00,945.50
677.00,929.50
794.00,941.00
