x,y
18.50,149.65
27.12,153.44
46.50,175.00
52.50,183.00
61.94,190.94
90.07,182.45
98.93,159.55
108.50,254.50
116.50,114.00
344.57,247.57
714.50,232.00
96.00,373.50
216.75,363.75
224.00,363.00
338.00,360.39
0.93,506.50
15.00,451.00
331.50,477.00
460.00,473.50
469.00,473.00
589.00,478.50
843.50,462.00
852.50,462.00
327.50,598.00
466.50,596.00
588.41,593.84
597.57,593.43
721.00,599.50
847.50,588.00
855.00,579.00
856.00,588.29
856.00,595.50
865.00,588.00
587.00,730.50
722.00,712.50
722.07,720.45
859.50,719.00
192.00,856.00
723.00,863.50
176.26,990.36
177.00,982.00
309.00,999.50
309.50,990.00
731.50,992.00
946.57,1141.57
952.00,1082.50
952.50,1131.50
929.43,1218.57
955.00,1223.50
