x,y
378.42,388.67
384.66,269.86
393.37,151.50
498.42,397.53
506.47,282.27
514.33,165.11
514.50,46.14
618.11,411.83
626.00,294.14
628.60,173.80
636.00,68.00
739.42,420.33
744.00,304.93
856.17,425.83
858.00,312.00
862.57,198.43
868.00,94.00
972.00,323.00
974.92,211.94
979.45,102.65
1077.00,447.50
1081.25,334.25
1088.50,115.00
370.47,509.40
490.55,522.45
612.37,530.32
732.27,541.37
854.60,548.30
967.00,564.00
1078.00,563.00
359.20,632.40
479.14,765.07
482.83,642.59
600.47,777.42
608.88,652.41
724.38,782.60
728.36,659.35
843.41,785.71
847.71,670.43
959.25,793.25
1078.00,800.50
1080.54,677.88
1220.72,802.27
1223.29,729.57
1235.00,677.50
1255.13,635.74
1170.62,872.88
