x,y
95.32,124.54
106.00,254.00
339.83,245.33
459.33,240.00
581.00,232.00
703.65,226.60
23.62,323.78
96.41,363.91
212.44,360.44
332.40,355.40
456.00,350.50
580.00,346.00
706.00,349.00
833.00,334.50
207.17,473.55
326.06,470.59
454.45,466.36
579.00,463.23
708.50,458.00
837.25,455.79
71.00,605.00
323.55,590.00
453.43,587.00
580.43,585.12
710.38,583.84
842.07,577.91
189.33,719.33
316.46,716.77
576.24,714.90
708.35,706.20
847.06,708.37
953.00,768.00
184.50,844.00
307.00,852.00
574.22,846.00
709.75,844.12
850.27,844.09
958.50,901.00
170.64,972.82
305.00,977.62
571.50,975.00
719.00,977.00
934.62,1058.69
