x,y
97.00,230.00
118.00,91.00
148.00,138.00
174.00,112.00
270.00,202.00
327.00,194.50
354.43,179.09
395.00,32.00
418.00,33.00
420.00,200.00
429.50,98.00
448.43,148.29
454.00,100.00
546.39,36.57
590.50,60.00
621.11,146.42
635.45,73.00
646.00,123.00
730.00,43.00
765.50,43.00
944.00,50.00
84.00,304.00
258.00,309.00
137.00,397.00
179.00,378.00
52.00,726.50
56.41,700.86
77.00,835.50
82.50,728.00
87.00,698.00
90.35,583.73
147.60,775.40
158.00,659.00
164.55,578.61
180.00,535.00
180.00,627.00
186.50,707.50
209.50,810.50
240.71,646.43
244.00,531.00
269.00,663.00
306.00,541.00
332.42,484.89
334.00,557.00
496.43,604.00
519.11,718.58
1002.00,619.00
1010.50,682.50
1099.00,794.50
