x,y
113.56,217.10
226.56,218.79
340.03,222.99
455.33,226.39
569.21,229.03
682.56,231.65
794.00,234.19
105.21,328.38
220.05,331.82
336.40,336.27
452.41,339.42
568.09,342.73
683.38,344.15
796.90,346.46
97.69,444.69
214.48,448.00
332.58,452.37
449.84,455.74
566.78,458.27
682.50,460.49
798.33,462.33
91.46,562.96
210.03,565.92
329.01,569.43
447.20,572.18
564.64,575.18
682.91,578.32
798.09,579.82
83.30,805.94
87.55,684.09
117.50,747.50
202.38,806.80
206.34,685.91
322.56,808.24
326.18,688.23
441.77,809.90
444.64,690.55
560.32,812.90
562.93,693.46
679.05,816.38
680.51,696.11
796.13,819.68
797.63,699.59
199.37,927.98
318.87,929.06
438.71,930.76
557.98,933.33
676.62,936.41
794.00,937.62
