x,y
652.48,167.74
750.32,376.16
752.71,175.99
338.38,250.42
849.94,282.26
944.76,487.49
537.23,790.61
443.60,257.11
545.91,364.94
944.82,386.89
849.13,381.35
847.33,689.51
651.32,268.43
946.33,689.13
549.43,161.08
650.23,370.83
326.09,676.71
947.62,791.02
441.70,361.18
851.35,185.99
848.70,483.66
748.72,687.53
752.56,275.53
548.57,263.16
328.59,569.74
748.93,583.10
849.35,792.04
544.58,470.66
848.34,585.88
645.86,685.94
446.00,153.21
750.38,478.72
436.47,573.38
439.46,465.92
19.13,883.32
336.21,355.21
648.65,474.87
429.15,788.63
747.99,792.16
647.37,580.40
644.19,791.84
313.01,850.86
944.67,588.85
433.56,679.90
330.93,462.11
542.56,576.37
17.22,828.36
540.82,683.62
946.49,194.37
