x,y
120.50,216.00
229.86,219.73
340.03,222.98
455.46,226.44
569.14,227.62
682.56,231.62
793.97,234.12
105.50,326.58
220.07,331.90
336.49,336.25
452.39,341.45
568.03,340.82
686.31,344.62
796.98,346.51
94.87,442.33
214.55,446.57
332.50,454.02
449.89,455.75
566.82,458.32
682.51,460.58
798.40,463.85
91.80,555.63
211.00,559.00
245.57,525.57
329.15,567.97
447.14,570.59
564.68,575.22
681.22,577.95
798.11,579.81
83.18,801.72
90.63,684.11
117.50,747.50
202.27,805.44
209.56,686.00
322.64,808.28
326.32,688.22
441.77,809.91
444.71,690.50
560.38,812.97
561.25,693.57
679.22,816.43
680.56,695.99
796.68,811.50
797.68,699.65
207.50,929.00
318.87,929.07
438.71,930.74
558.01,933.30
677.00,929.50
