x,y
511.00,47.00
512.00,169.50
513.05,162.86
519.00,163.00
632.00,174.39
862.62,198.42
378.50,268.00
506.00,288.00
626.00,290.50
858.00,312.00
972.00,323.00
370.50,388.00
385.00,389.00
611.50,408.00
739.00,427.00
739.50,419.00
856.00,422.00
856.33,428.62
484.25,519.71
492.00,528.50
492.07,520.45
606.00,529.00
614.00,538.00
615.00,529.61
725.50,538.00
852.33,548.38
353.00,633.00
360.00,642.00
477.33,767.62
478.00,758.50
595.50,775.00
600.00,651.00
601.58,783.62
609.00,643.50
718.00,782.00
721.50,659.00
724.71,789.75
729.00,668.00
732.50,783.00
838.00,788.00
845.39,789.00
846.00,780.50
847.50,667.00
955.50,793.00
963.00,793.50
1220.46,790.43
1223.33,729.62
1235.00,677.50
1249.50,637.50
