x,y
133.00,805.50
140.00,802.50
141.55,689.59
146.55,574.59
157.80,456.80
159.45,794.41
166.62,680.58
174.00,565.50
178.50,223.00
182.10,450.10
190.78,224.75
192.00,213.50
203.67,218.67
295.00,841.00
299.87,735.97
308.78,627.59
316.50,519.00
317.00,831.00
328.65,620.50
336.05,512.85
352.90,297.45
363.72,189.61
441.50,774.50
447.87,674.97
455.50,574.00
462.00,472.50
488.92,365.35
496.41,264.44
574.00,714.50
578.90,621.40
598.00,613.50
608.79,237.29
625.67,233.67
632.59,138.56
698.22,658.28
706.00,655.50
725.92,209.35
740.00,111.00
809.67,527.61
815.36,443.14
901.95,490.68
911.41,407.27
911.90,326.40
918.03,323.42
922.41,242.71
924.10,322.60
936.46,77.29
654.00,969.10
668.50,961.50
