x,y
933.51,77.80
841.48,96.14
738.82,117.48
624.84,139.98
929.45,159.98
496.06,165.26
836.95,182.56
352.42,191.79
732.73,208.73
190.51,221.54
617.03,235.55
922.17,242.46
487.79,266.21
830.50,268.61
342.49,299.89
726.64,298.05
919.09,323.55
610.50,331.03
180.25,336.74
824.10,356.25
479.62,368.10
720.26,388.95
333.86,408.30
911.57,407.16
603.31,426.96
815.74,440.26
170.57,453.01
472.88,468.96
371.00,466.00
713.36,480.00
903.59,490.14
326.69,516.05
596.18,522.53
810.42,527.38
161.15,569.57
465.43,570.17
705.35,570.65
801.02,612.02
589.41,618.76
319.25,623.97
699.34,658.37
458.62,670.56
153.87,685.15
582.70,710.37
311.44,730.99
451.67,769.83
938.02,789.88
145.86,799.88
306.75,835.26
