x,y
560.19,812.79
326.13,688.19
679.09,816.52
105.27,328.02
441.67,810.10
206.56,685.86
562.80,693.37
680.47,696.19
444.59,690.69
322.75,808.32
202.44,806.58
447.14,572.32
681.32,577.64
449.99,455.76
332.48,452.47
682.52,460.00
452.22,339.73
335.54,336.38
568.02,342.57
220.28,331.62
682.33,231.74
683.22,344.23
226.55,219.15
569.58,229.18
796.80,346.59
339.79,222.96
329.27,569.30
455.00,226.28
797.97,462.12
798.14,579.77
797.89,699.33
87.96,684.71
557.90,933.16
438.94,930.76
319.05,929.12
566.95,458.17
60.00,524.00
209.83,565.91
91.69,563.55
564.84,575.34
795.84,819.92
97.66,445.12
676.68,936.53
214.50,447.48
83.52,806.07
199.26,928.19
574.00,530.50
793.80,234.40
156.00,451.00
