x,y
1268.38,108.94
990.40,296.40
1235.56,173.78
318.00,709.00
301.00,721.00
794.00,85.50
798.00,351.00
1040.13,121.33
513.00,76.00
783.35,311.84
1114.65,141.05
633.00,582.00
1208.00,212.50
486.00,469.00
1057.06,85.75
1092.92,216.98
735.00,66.00
533.36,546.07
938.82,157.82
597.40,602.40
458.50,490.00
544.00,77.50
1161.00,104.50
789.00,207.00
1176.50,251.16
428.00,449.00
574.00,117.50
851.69,82.54
678.00,459.00
299.00,744.00
323.40,426.60
607.97,99.67
691.43,500.00
870.00,155.14
380.15,202.73
523.00,279.50
1091.00,98.00
622.00,147.00
898.53,114.58
376.97,274.03
590.75,544.27
323.50,304.50
1259.81,136.56
565.13,503.41
1055.67,165.93
327.00,194.00
535.87,157.96
1219.43,142.67
1170.06,136.65
