x,y
439.00,153.00
850.93,185.86
946.50,193.50
337.87,250.50
444.00,261.50
549.00,262.50
652.00,268.00
850.00,282.50
336.00,355.33
442.00,360.00
547.00,365.50
650.17,373.75
751.00,377.00
849.00,382.00
945.00,388.00
439.50,466.00
545.00,471.00
649.50,475.00
750.25,482.75
945.00,488.00
436.60,573.40
543.00,577.00
645.12,582.75
749.20,583.00
849.00,586.00
325.00,680.50
429.25,680.25
645.93,684.43
540.50,683.50
946.00,688.50
17.75,769.25
48.98,782.65
430.00,791.00
71.00,789.00
538.00,793.29
644.50,793.28
745.00,792.86
850.00,792.00
167.00,869.00
