x,y
160.50,52.00
439.00,153.00
653.50,168.00
857.50,185.00
944.84,193.22
548.67,262.38
750.50,275.00
440.12,360.00
547.00,365.67
650.16,372.78
750.71,377.25
849.39,382.00
944.94,387.94
439.50,465.58
545.00,471.50
649.72,475.00
750.81,478.89
848.57,483.43
945.00,488.00
436.28,573.00
543.00,576.69
645.80,581.83
749.00,589.50
849.38,585.67
433.45,680.07
533.50,683.00
646.14,684.64
748.43,687.57
849.00,688.50
946.24,686.95
11.50,780.50
429.83,790.32
538.00,792.60
637.50,792.00
747.71,793.00
851.84,792.03
947.57,791.43
