x,y
141.55,689.59
157.80,456.80
159.45,794.41
160.95,569.90
166.62,680.58
174.00,565.50
182.10,450.10
190.78,224.75
203.67,218.67
295.00,841.00
299.87,735.97
308.78,627.59
316.50,519.00
317.00,831.00
326.34,516.61
328.65,620.50
336.05,512.85
352.90,297.45
363.72,189.61
441.50,774.50
447.87,674.97
455.50,574.00
462.00,472.50
488.92,365.35
496.41,264.44
574.00,714.50
589.24,617.53
617.31,235.87
632.59,138.56
698.22,658.28
703.89,570.90
713.22,479.09
721.36,388.70
734.84,208.34
738.95,118.31
801.16,612.31
809.67,527.61
815.36,443.14
823.97,355.93
829.15,269.02
836.77,182.48
840.80,96.78
901.95,490.68
911.41,407.27
918.03,323.42
922.41,242.71
929.50,159.50
936.46,77.29
654.00,969.10
