x,y
105.50,326.58
120.50,216.00
219.00,219.00
229.86,219.73
452.39,341.45
452.61,331.37
568.03,340.82
630.00,290.50
675.50,344.50
686.31,344.62
793.97,234.12
796.98,346.51
94.87,442.33
97.46,452.43
105.08,444.53
214.33,456.62
214.55,446.57
332.50,454.02
333.36,443.88
798.40,463.85
798.50,453.50
84.00,563.00
91.62,571.69
91.80,555.63
101.00,564.00
210.00,574.00
211.00,559.00
245.57,525.57
328.64,578.12
447.29,581.20
574.00,530.50
761.00,561.50
79.50,684.00
82.61,813.63
83.18,801.72
87.00,694.00
90.63,684.11
117.50,747.50
198.43,685.54
202.27,805.44
209.56,686.00
561.25,693.57
796.40,827.80
796.68,811.50
191.31,928.62
207.50,929.00
676.00,945.50
677.00,929.50
794.00,941.00
