x,y
0.94,259.39
1.34,218.38
4.04,399.13
15.50,202.42
29.69,262.38
33.00,304.00
34.37,107.17
54.86,88.22
65.00,89.50
65.44,198.60
77.91,163.15
93.00,131.11
96.25,363.75
100.50,111.95
203.40,473.90
212.65,358.17
326.10,470.60
332.43,355.43
339.83,245.35
451.62,466.58
456.00,350.50
459.39,240.00
579.00,455.50
579.00,470.00
581.00,232.00
703.67,226.67
708.50,458.00
833.00,334.50
838.45,453.07
320.72,590.00
457.50,587.00
580.71,585.96
709.09,584.08
832.50,578.00
842.00,586.00
843.99,575.76
313.00,723.50
314.43,713.57
576.00,719.00
708.50,706.36
845.93,707.45
184.50,844.00
574.00,849.50
709.57,840.57
848.00,849.50
170.42,976.38
301.00,983.50
311.00,975.00
571.50,975.00
