x,y
370.50,388.00
385.00,389.00
386.22,268.29
391.28,151.33
506.00,288.00
511.00,47.00
513.05,162.86
514.50,280.00
620.02,412.73
626.00,290.50
632.00,174.39
739.00,427.00
744.02,304.73
856.33,428.62
858.00,312.00
862.62,198.42
972.00,323.00
974.84,210.58
980.50,103.10
1081.30,334.25
1088.50,115.00
369.75,508.76
484.25,519.71
492.00,528.50
615.00,529.61
734.00,542.04
852.33,548.38
360.00,642.00
361.00,629.00
477.33,767.62
484.58,642.80
600.00,651.00
601.65,774.30
609.00,643.50
610.43,653.91
725.00,779.88
729.00,668.00
729.93,656.92
845.39,789.00
847.50,667.00
963.00,793.50
1078.00,803.50
1080.84,679.02
1220.46,790.43
1221.50,806.00
1223.33,729.62
1235.00,677.50
1258.23,634.72
1170.63,872.80
