x,y
88.62,138.69
97.57,120.57
21.50,261.00
29.69,262.38
33.00,304.00
212.65,358.17
332.43,355.43
339.83,245.35
459.39,240.00
581.00,232.00
703.67,226.67
833.00,334.50
203.40,473.90
212.50,473.00
326.10,470.60
451.62,466.58
459.50,466.00
579.00,455.50
579.00,462.50
579.00,470.00
708.50,458.00
829.00,454.00
838.00,461.50
838.45,453.07
320.72,590.00
328.50,590.00
457.50,587.00
578.00,578.50
832.50,578.00
842.00,586.00
313.00,723.50
314.43,713.57
322.50,714.00
576.00,719.00
576.50,710.50
845.00,716.00
845.93,707.45
184.50,844.00
574.00,849.50
574.50,841.50
709.57,840.57
847.50,841.00
848.00,849.50
170.42,976.38
171.00,966.50
301.00,983.50
301.50,975.00
311.00,975.00
571.50,975.00
