x,y
845.50,0.50
27.12,153.44
52.50,183.00
54.39,70.10
78.90,209.42
90.07,182.45
98.93,159.55
102.80,143.13
108.50,254.50
116.50,114.00
134.74,71.78
344.57,247.57
714.50,232.00
0.93,506.50
4.90,489.16
9.57,466.46
15.00,451.00
17.77,417.47
96.00,373.50
216.00,370.00
331.50,477.00
338.00,360.39
469.00,473.00
589.00,478.50
852.50,462.00
327.50,598.00
466.50,596.00
597.57,593.43
721.00,599.50
847.50,588.00
865.00,588.00
587.00,730.50
722.00,712.50
859.50,719.00
192.00,856.00
723.00,863.50
177.00,982.00
309.00,999.50
731.50,992.00
922.17,1234.67
929.43,1218.57
944.06,1192.90
946.57,1141.57
948.26,1163.79
952.00,1082.50
955.00,1223.50
