x,y
378.50,268.00
385.00,389.00
391.28,151.33
506.00,288.00
511.00,47.00
512.00,169.50
611.50,408.00
626.00,290.50
632.00,174.39
739.00,427.00
744.02,304.73
856.33,428.62
858.00,312.00
862.62,198.42
972.00,323.00
973.50,100.00
974.84,210.58
1081.30,334.25
1088.50,115.00
369.75,508.76
492.00,528.50
615.00,529.61
725.50,538.00
852.33,548.38
360.00,642.00
477.33,767.62
484.58,642.80
600.00,651.00
601.58,783.62
718.00,782.00
729.00,668.00
845.39,789.00
847.50,667.00
963.00,793.50
1078.00,803.50
1080.84,679.02
1220.46,790.43
1223.33,729.62
1235.00,677.50
1249.50,637.50
1170.63,872.80
