x,y
803.11,287.91
700.90,383.23
800.13,598.43
702.76,281.34
375.81,586.30
899.86,600.34
367.61,805.55
385.78,262.37
899.49,395.11
372.25,695.47
800.63,493.40
694.93,808.39
598.70,273.82
490.71,374.08
593.02,592.71
799.26,703.11
899.92,702.23
276.63,254.38
382.27,368.85
387.25,155.53
804.92,188.04
491.99,266.62
262.08,691.69
273.72,362.46
596.53,378.09
600.19,170.86
799.86,807.47
380.09,475.88
483.73,698.27
899.36,497.73
480.25,807.81
488.12,480.44
595.23,485.14
699.75,489.15
698.40,595.44
264.89,582.07
900.88,807.68
590.94,699.75
704.91,179.91
269.64,472.57
485.85,588.98
697.02,702.34
800.06,388.21
494.66,163.52
901.91,296.62
1244.23,12.51
589.26,808.83
902.45,196.53
165.25,68.50
