x,y
779.66,904.04
841.78,96.46
823.94,355.22
836.07,182.93
705.77,569.75
698.11,659.06
726.44,298.46
809.91,527.86
732.88,207.54
817.42,441.22
712.78,479.48
917.99,324.44
719.61,389.24
830.48,268.97
739.46,117.54
617.19,235.50
624.61,140.02
929.83,159.46
802.62,611.88
911.14,407.38
588.76,617.19
934.56,77.86
610.43,331.14
923.83,242.35
602.66,427.14
595.62,522.74
903.73,490.65
581.88,710.97
306.22,835.76
458.10,671.00
496.00,164.75
480.13,367.72
465.19,570.32
472.47,468.91
452.03,769.62
487.92,265.01
318.51,624.14
191.48,220.17
154.03,685.03
333.81,408.11
352.16,191.78
893.94,572.67
147.26,799.15
312.06,730.60
533.74,1032.00
342.90,299.61
160.46,569.52
371.11,465.58
169.67,452.52
