x,y
236.59,186.57
347.23,426.04
705.44,798.85
472.97,193.04
589.80,311.75
706.96,675.65
214.55,911.83
708.29,196.87
709.01,313.97
827.37,315.25
827.73,678.83
581.42,918.09
107.69,419.58
709.22,432.69
465.81,549.07
216.71,788.20
470.28,309.70
102.62,540.75
223.36,543.32
463.75,670.96
589.05,431.03
828.12,434.48
339.04,790.37
826.19,801.70
468.45,428.24
461.18,793.10
702.61,921.12
353.89,190.37
350.97,305.84
585.50,673.39
231.74,303.88
587.45,551.63
99.07,663.48
583.71,796.17
590.61,195.42
95.29,787.77
113.30,299.35
708.21,553.76
828.69,555.94
344.20,546.58
219.78,665.74
226.88,422.35
458.93,915.33
341.15,668.26
336.44,913.30
825.60,197.68
119.51,181.83
823.66,924.33
258.09,502.09
