x,y
736.50,521.50
245.00,612.50
239.00,750.00
239.41,651.94
160.00,538.50
49.00,354.50
117.58,1142.11
633.50,722.00
442.00,305.00
148.42,1033.89
236.50,385.00
889.67,841.00
705.50,1010.00
843.40,254.60
477.40,67.40
80.33,87.83
838.00,1127.00
431.86,503.14
393.59,320.06
570.00,192.00
865.00,641.50
726.00,198.50
257.00,631.00
565.00,122.00
740.40,356.40
847.29,833.43
717.11,402.42
391.58,201.53
878.29,870.57
113.50,1249.50
316.29,739.29
130.67,170.00
856.40,1124.40
507.00,28.00
740.40,323.40
816.89,271.58
11.00,1031.50
706.71,639.43
822.43,869.43
156.50,508.50
699.33,374.17
858.50,558.25
1.00,1128.50
581.14,372.86
10.25,1175.12
10.29,427.71
563.50,881.50
270.86,756.57
637.00,909.00
