x,y
1154.89,427.58
851.59,562.06
433.46,646.85
263.50,371.00
254.06,239.41
1043.50,636.00
1138.33,673.33
220.29,30.29
253.00,270.86
1209.00,412.00
954.00,616.00
1238.40,287.60
386.00,646.50
277.60,26.60
1083.17,596.97
1183.00,568.00
974.50,449.00
284.00,48.00
737.50,514.00
86.10,47.24
117.14,90.86
120.50,235.00
240.00,118.00
178.00,231.00
1164.00,275.00
86.67,267.00
114.00,41.00
242.00,70.50
103.00,291.00
521.00,690.00
126.00,179.00
112.50,255.00
1063.00,334.94
1066.00,755.00
147.12,136.46
533.95,658.42
317.00,608.00
1235.00,876.00
1169.75,942.00
1108.32,943.68
174.00,759.53
137.07,81.72
263.91,309.04
258.01,419.25
819.58,550.62
931.74,667.48
933.26,554.39
1050.19,522.88
1114.16,451.41
