x,y
443.60,257.11
545.91,364.94
944.82,386.89
441.70,361.18
750.32,376.16
944.76,487.49
752.71,175.99
537.23,790.61
651.32,268.43
650.23,370.83
847.33,689.51
652.48,167.74
851.35,185.99
849.13,381.35
748.72,687.53
946.33,689.13
849.94,282.26
645.86,685.94
544.58,470.66
548.57,263.16
848.70,483.66
549.43,161.08
748.93,583.10
436.47,573.38
439.46,465.92
648.65,474.87
752.56,275.53
750.38,478.72
647.37,580.40
848.34,585.88
849.35,792.04
313.01,850.86
433.56,679.90
542.56,576.37
326.09,676.71
944.67,588.85
644.19,791.84
540.82,683.62
429.15,788.63
945.07,289.77
747.99,792.16
336.21,355.21
328.59,569.74
338.38,250.42
330.93,462.11
446.00,153.21
947.62,791.02
323.12,785.76
946.49,194.37
