x,y
447.84,587.16
313.88,714.25
83.30,476.34
707.63,459.02
444.35,712.49
579.09,584.38
320.22,589.58
72.35,595.85
579.56,462.81
186.53,716.87
580.32,346.39
834.34,335.43
204.27,473.85
339.39,244.74
178.43,844.14
706.51,341.44
61.75,718.85
708.99,581.18
325.92,470.59
439.33,842.59
307.56,843.90
212.92,358.86
451.30,467.15
94.67,362.21
574.64,841.74
845.18,707.41
709.93,708.99
331.61,355.36
710.04,840.94
576.02,710.10
455.69,351.50
195.17,594.04
702.22,227.12
838.11,454.11
581.57,233.64
708.97,977.79
301.83,975.05
847.20,840.93
571.90,975.36
841.98,577.87
51.20,846.58
952.87,889.39
223.20,249.14
170.67,975.55
459.07,240.14
436.02,977.55
106.50,252.50
828.56,219.23
878.74,1277.19
