x,y
321.03,725.66
185.84,856.54
589.70,593.92
587.88,721.42
585.59,855.15
847.72,341.56
200.01,602.00
720.75,591.67
192.84,727.12
589.37,470.16
344.37,248.00
590.07,351.63
448.67,856.08
721.29,720.22
453.35,723.43
332.75,477.52
456.97,596.43
723.01,854.08
315.50,855.39
208.64,479.44
326.95,598.95
712.56,231.78
97.35,365.83
718.11,347.38
75.02,603.44
217.34,363.95
721.28,467.30
459.91,473.54
585.26,990.56
859.08,718.41
590.66,237.60
336.82,360.58
850.43,462.15
467.49,243.33
86.38,482.82
862.32,854.92
446.84,989.75
310.28,989.99
465.26,356.26
66.85,730.70
855.36,587.92
722.65,992.96
176.76,989.62
109.88,254.78
227.64,252.32
840.66,224.11
55.41,858.04
952.25,1078.76
955.36,863.00
