x,y
236.59,186.57
339.04,790.37
463.75,670.96
461.18,793.10
705.44,798.85
827.73,678.83
828.12,434.48
347.23,426.04
216.71,788.20
95.29,787.77
468.45,428.24
702.61,921.12
589.80,311.75
826.19,801.70
709.01,313.97
219.78,665.74
341.15,668.26
107.69,419.58
470.28,309.70
585.50,673.39
226.88,422.35
709.22,432.69
350.97,305.84
706.96,675.65
231.74,303.88
589.05,431.03
828.69,555.94
113.30,299.35
587.45,551.63
102.62,540.75
708.21,553.76
465.81,549.07
583.71,796.17
344.20,546.58
827.37,315.25
119.51,181.83
708.29,196.87
472.97,193.04
353.89,190.37
590.61,195.42
99.07,663.48
581.42,918.09
458.93,915.33
336.44,913.30
223.36,543.32
214.55,911.83
825.60,197.68
823.66,924.33
68.00,662.00
