x,y
726.44,298.46
705.77,569.75
732.88,207.54
712.78,479.48
719.61,389.24
739.46,117.54
698.11,659.06
823.94,355.22
617.19,235.50
841.78,96.46
836.07,182.93
802.62,611.88
588.76,617.19
817.42,441.22
809.91,527.86
830.48,268.97
917.99,324.44
934.56,77.86
624.61,140.02
595.62,522.74
602.66,427.14
929.83,159.46
610.43,331.14
911.14,407.38
472.47,468.91
923.83,242.35
903.73,490.65
487.92,265.01
458.10,671.00
581.88,710.97
465.19,570.32
191.48,220.17
893.94,572.67
342.90,299.61
154.03,685.03
160.46,569.52
169.67,452.52
352.16,191.78
496.00,164.75
147.26,799.15
480.13,367.72
232.00,188.00
95.00,400.00
328.93,516.81
74.50,459.00
333.81,408.11
285.50,412.00
318.51,624.14
452.03,769.62
